,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
435,AnaBananAna,Brown,Black,Deep,Dry,Dullness,330,"For starters, it was amazing to walk into Sephora and see so many people of all nationalities hovering around the Fenty display. You could literally see a shade match for every women there looking for foundation. Amazing job, Rihanna! and other ""high end"" brands should take note! There's clearly a huge, under represented demographic!! Anyways, I'm a normal to dry skin type and I RUN away from anything matte. I moisturized and primed (Laura Mercier Radiant Primer) and applied this with a damp beauty blender and used a MUFE setting spray. This drys quickly so working in sections is imperative. It literally dries down to a natural, soft matte that looks like your skin. I'm so impressed! It didn't emphasize any of my dry patches or textured spots. So prepped skin is key for my dry people! 2 pumps gave me medium, flawless coverage. My freckles were toned downed, red spots concealed. This doesn't transfer and feels so lightweight that I completely forgot I had it on. And it lasted for the 8 hours that I had it on without fading. My sales rep was so helpful she picked 330 for me. At first I was like yeah right, it's too yellow! But after a few minutes it oxides and matched perfectly. For reference I'm Syracuse in Nars, Suntan/Maple in Laura Mercier and Nc42/44 in Mac. And all this time, I've never had the ""perfect"" shade match but 330 is it for me! Another plus, it's super affordable compared to other brands! Thanks Rih for putting the consumer 1st!!",1,14,59,100
436,Royalty93,Unknown,Unknown,Unknown,Unknown,Unknown,380,"I am in love with the finish and feel of this foundation!Prior to Fenty Beauty's release, I was looking for a lighter weight foundation with slightly less coverage than my Lancôme foundation. The Pro Filt'r Matte fit the bill exactly! Even though this is listed as a medium - full coverage foundation, I find it to lean more towards medium. I did not find that when applying more layers of this foundation that it added more coverage, but it also did not cake up which was great! Also, after applying a full face of makeup, my face did not feel heavy or congested with this foundation. Other matte foundations I have I can feel on my face, almost as if they're sitting on top of my skin like a mask, clogging my pores. Lastly, did I mention color match?! This matches my skin tone P E R F E C T L Y! It's almost scary how much of a match it is! Even though most Sephora locations are out of a lot of the deeper shades, try and get shade matched when you can since these dry down into their true color and you may have to try a few before you find yours.",1,5,21,100
437,Katieol,Blue,Blonde,Porcelain,Combination,Acne,110,"My face matches my neck! I love that this foundation actually is light enough and isn’t cakey, I look like I’m not wearing any face makeup right now. My skin looks so good.",1,5,21,100
438,Kati530,Hazel,Brunette,Medium,Oily,Acne,230,"Y'ALL! This foundation nails it out of the park! I have been using Hourglass Immaculate in Sand for quite a while. I'm obsessed with it, but it's just so incredibly expensive. I've been on the hunt for the last couple of months for a more affordable option. I have extremely oily skin, acne prone due to medications and always have an issue of foundations ""pooling"" up in the middle of my forehead and on either side of my nose. Seriously, it's terrible. This foundation is just as amazing as the Hourglass! It is so beautifully matte, applies easily with the Fenty brush (don't try a beauty blender/sponge, it doesn't work! I love my sponges, but happily switched to a brush for this amazing product) and doesn't move at all. About 7-8 hours into the wear I need to blot, but that's much longer than most foundations so no complaints from me! This product works very well with the Laura Mercier invisible loose setting powder. I also use the LM Blemishless Primer and this combination has been fantastic for me. And can we discuss the AMAZING range of shades?! I always have to settle for something similar to my skin tone (except for Hourglass, it was perfect, too) but with this one, it seriously looks like my skin. Do yourself a favor, buy the foundation and love yourself!",1,11,46,100
439,gabbbz1,Unknown,Unknown,Unknown,Unknown,Unknown,100,"amazing, simply amazing! i have a very difficult time finding a foundation that isn't too dark or orange for my skin. i have porcelain white skin so finding a foundation that is almost paper white is very difficult. i ran to my local sephora when i saw how many shades were in this collection. this color is perfect for my skin color! it applies so easily and stays looking so amazing all day!",1,7,29,100
440,Eye Color Brown,Brown,Brunette,Light,Dry,Dark circles,140,"I have stayed away from foundation for so long because I hate the cakey feel... I prefer a more natural, effortless look. That's when Riri came in clutch. This product really is amazing. It's a lightweight liquid, with max coverage capabilities. Makes my skin look flawless and NOT cakey! I know they also sell a primer but I honestly do not use one with this product and it still looks great and lasts all day. Love that it's cruelty free and not scented. THANK YOU RIHANNA!!!",1,8,33,100
441,sarenameow,Brown,Brunette,Light,Combination,Unknown,160,I got this on a whim and I'm so glad I did! I was color matched with 160 and it didn't oxidize so this is the closest I've ever matched a foundation. Its matte but for me personally doesn't feel drying. (I used the hangover spray for primer and for me the combo worked amazing together) It did show the texture around my nose a little but every foundation I've ever used does so it didn't bother me. It dries really fast so I put it on in sections (with a damp sponge). it looked very natural on the skin and I set it very lightly. I wore it to work (4 hour shift) and usually I would have looked super oily after but with this one there was barely any shine and it didn't separate at all. I will definitely repurchase and I won't need to try any other foundation after this (:,1,1,4,100
442,OliveOyl629,Brown,Black,Deep,Dry,Dark circles,400,"New makeup-wearer, this is easy to use. Love the coverage and weight of the foundation! Not too light, not to thick and it's buildable. No heavy smell either. Complements very well.",1,1,4,80
443,Backchloe1,Brown,Black,Dark,Combination,Aging,430,"I used shade 430 all of 3 days and here comes tiny breakouts, the foundation is not full coverage and requires additional buildup using a beauty blender, I do not use primer as it breaks me out, however I did use my too faced 3 in 1 hangover setting spray after all makeup was applied this foundation is sheer regardless of buildup and starts to breakdown after a full days wear no worse or no better than most other foundations with the exception of the Huda Faux Filter foundation which has Fenty beat in terms of coverage, color, acne prone skin and wear time. So sorry to have to say that. I still admire and love my Rihanna even though this foundation doesn't cut if for me, her lipsticks are awesome and Stunna Lip Paint the best Red ever!",0,1,4,60
444,brownapple,Brown,Black,Dark,Combination,Dullness,460,I received it as a sample.. Tried it and didn't like it.. Oxidized on my skin,0,1,4,40
445,Gracinda,Brown,Brunette,Olive,Combination,Aging,240,I am not happy with product and will be returning it It does not sit nicely on my skin - defines my pores even more :( I was told by the make up sales clerk to purchase a lighter tone than my regular skin tone as this foundation is supposed to work with the pigmentation of your skin and dark and as you wear it I did not find us I found that I looked like my skin was guant and green I'm very sad,0,2,8,20
